ShipmentID,order_id_FK,OrderDate,ShipDate,ShipMode,CustomerID,ProductID
4111,4111,24/11/2017,27/11/2017,First Class,10450,10004632
4112,4112,24/11/2016,29/11/2016,Standard Class,21340,10002813
4113,4113,24/11/2016,29/11/2016,Standard Class,21340,10002005
4114,4114,24/11/2016,29/11/2016,Standard Class,21340,10000060
4115,4115,24/11/2016,29/11/2016,Standard Class,21340,10002706
4116,4116,4/9/2018,10/9/2018,Standard Class,17920,10000199
4117,4117,11/5/2018,12/5/2018,Same Day,17080,10002870
4118,4118,11/5/2018,12/5/2018,Same Day,17080,10004545
4119,4119,11/5/2018,12/5/2018,Same Day,17080,10000962
4120,4120,11/5/2015,18/5/2015,Standard Class,11695,10004249
4121,4121,27/7/2018,31/7/2018,Second Class,18145,10001602
4122,4122,6/5/2018,9/5/2018,First Class,14470,10003179
4123,4123,19/9/2015,24/9/2015,Standard Class,15835,10003722
4124,4124,19/9/2015,24/9/2015,Standard Class,15835,10001127
4125,4125,29/3/2016,4/4/2016,Standard Class,13435,10001947
4126,4126,18/11/2015,25/11/2015,Standard Class,10600,10001107
4127,4127,2/7/2016,9/7/2016,Standard Class,16315,10000349
4128,4128,2/7/2016,9/7/2016,Standard Class,16315,10003349
4129,4129,8/9/2015,13/9/2015,Standard Class,21070,10002280
4130,4130,8/9/2015,13/9/2015,Standard Class,21070,10000029
4131,4131,2/10/2018,8/10/2018,Standard Class,18985,10002854
4132,4132,2/10/2018,8/10/2018,Standard Class,18985,10003716
4133,4133,19/11/2018,23/11/2018,Standard Class,13570,10000624
4134,4134,30/12/2017,1/1/2018,First Class,16495,10004654
4135,4135,1/12/2018,4/12/2018,First Class,19285,10001228
4136,4136,1/12/2018,4/12/2018,First Class,19285,10003798
4137,4137,13/6/2017,17/6/2017,Standard Class,20590,10003148
4138,4138,19/5/2015,23/5/2015,Standard Class,15820,10001249
4139,4139,30/1/2018,6/2/2018,Standard Class,14125,10003759
4140,4140,30/1/2018,6/2/2018,Standard Class,14125,10001227
4141,4141,30/1/2018,6/2/2018,Standard Class,14125,10000863
4142,4142,28/11/2016,4/12/2016,Standard Class,21415,10004017
4143,4143,23/10/2018,28/10/2018,Standard Class,19330,10000962
4144,4144,23/10/2018,28/10/2018,Standard Class,19330,10004507
4145,4145,23/10/2018,28/10/2018,Standard Class,19330,10002942
4146,4146,23/10/2018,28/10/2018,Standard Class,19330,10002344
4147,4147,7/9/2018,11/9/2018,Standard Class,12025,10002475
4148,4148,7/9/2018,11/9/2018,Standard Class,12025,10003072
4149,4149,7/9/2018,11/9/2018,Standard Class,12025,10001509
4150,4150,29/12/2017,3/1/2018,Standard Class,17965,10004781
4151,4151,29/12/2017,3/1/2018,Standard Class,17965,10000145
4152,4152,5/12/2016,9/12/2016,Second Class,20245,10003280
4153,4153,5/12/2016,9/12/2016,Second Class,20245,10001107
4154,4154,1/11/2015,8/11/2015,Standard Class,20950,10000533
4155,4155,16/4/2017,23/4/2017,Standard Class,10915,10003056
4156,4156,14/5/2018,18/5/2018,Standard Class,10465,10002834
4157,4157,14/5/2018,18/5/2018,Standard Class,10465,10002214
4158,4158,14/3/2016,18/3/2016,Standard Class,13915,10004484
4159,4159,14/3/2016,18/3/2016,Standard Class,13915,10003091
4160,4160,14/1/2018,16/1/2018,First Class,21565,10003027
4161,4161,14/1/2018,16/1/2018,First Class,21565,10003638
4162,4162,8/3/2016,13/3/2016,Standard Class,10825,10003848
4163,4163,11/10/2015,13/10/2015,First Class,14920,10002352
4164,4164,11/10/2015,13/10/2015,First Class,14920,10000229
4165,4165,13/4/2016,14/4/2016,First Class,14875,10000788
4166,4166,13/4/2016,14/4/2016,First Class,14875,10002968
4167,4167,16/11/2018,20/11/2018,Standard Class,15370,10002486
4168,4168,1/7/2017,1/7/2017,Same Day,15355,10002215
4169,4169,1/7/2017,1/7/2017,Same Day,15355,10000788
4170,4170,1/7/2017,1/7/2017,Same Day,15355,10003364
4171,4171,29/11/2016,30/11/2016,First Class,13795,10003582
4172,4172,7/4/2015,12/4/2015,Standard Class,19765,10003273
4173,4173,7/4/2015,12/4/2015,Standard Class,19765,10000100
4174,4174,16/6/2017,18/6/2017,Second Class,11320,10001776
4175,4175,6/3/2018,10/3/2018,Standard Class,11170,10004182
4176,4176,7/10/2018,11/10/2018,Standard Class,15730,10000756
4177,4177,6/10/2018,12/10/2018,Standard Class,12820,10001539
4178,4178,6/10/2018,12/10/2018,Standard Class,12820,10002377
4179,4179,6/10/2018,12/10/2018,Standard Class,12820,10000991
4180,4180,5/12/2017,7/12/2017,First Class,10300,10002853
4181,4181,21/10/2017,22/10/2017,First Class,12160,10004510
4182,4182,18/5/2018,23/5/2018,Standard Class,20890,10003712
4183,4183,18/5/2018,23/5/2018,Standard Class,20890,10002571
4184,4184,18/5/2018,23/5/2018,Standard Class,20890,10004835
4185,4185,26/9/2017,1/10/2017,Second Class,12175,10004022
4186,4186,17/11/2018,22/11/2018,Standard Class,15040,10004722
4187,4187,8/7/2016,8/7/2016,Same Day,13015,10004248
4188,4188,16/11/2016,20/11/2016,Standard Class,14890,10000577
4189,4189,16/11/2016,20/11/2016,Standard Class,14890,10001254
4190,4190,18/6/2016,22/6/2016,Standard Class,11740,10001044
4191,4191,8/4/2017,14/4/2017,Standard Class,12595,10002597
4192,4192,18/4/2016,23/4/2016,Second Class,19735,10004093
4193,4193,3/12/2017,8/12/2017,Standard Class,12010,10000179
4194,4194,3/12/2017,8/12/2017,Standard Class,12010,10001072
4195,4195,10/12/2016,10/12/2016,Same Day,17560,10004093
4196,4196,10/12/2016,10/12/2016,Same Day,17560,10002095
4197,4197,10/12/2016,10/12/2016,Same Day,17560,10002713
4198,4198,10/12/2016,10/12/2016,Same Day,17560,10002254
4199,4199,31/10/2015,2/11/2015,Second Class,10705,10001683
4200,4200,31/10/2015,2/11/2015,Second Class,10705,10002195
4201,4201,31/10/2015,2/11/2015,Second Class,10705,10002364
4202,4202,31/10/2015,2/11/2015,Second Class,10705,10004001
4203,4203,31/10/2015,2/11/2015,Second Class,10705,10000023
4204,4204,31/10/2015,2/11/2015,Second Class,10705,10002320
4205,4205,31/10/2015,2/11/2015,Second Class,10705,10003238
4206,4206,9/12/2018,14/12/2018,Standard Class,10585,10004965
4207,4207,5/5/2015,9/5/2015,Second Class,19120,10003016
4208,4208,5/5/2015,9/5/2015,Second Class,19120,10003651
4209,4209,5/5/2015,9/5/2015,Second Class,19120,10001363
4210,4210,4/3/2017,8/3/2017,Standard Class,19480,10003876
4211,4211,30/11/2015,4/12/2015,Standard Class,15505,10004007
4212,4212,18/2/2016,22/2/2016,Standard Class,10600,10002271
4213,4213,1/4/2018,3/4/2018,First Class,18535,10003894
4214,4214,1/4/2018,3/4/2018,First Class,18535,10000418
4215,4215,11/6/2018,13/6/2018,Second Class,21400,10004243
4216,4216,11/6/2018,13/6/2018,Second Class,21400,10001759
4217,4217,11/6/2018,13/6/2018,Second Class,21400,10001570
4218,4218,11/6/2018,13/6/2018,Second Class,21400,10004804
4219,4219,11/6/2018,13/6/2018,Second Class,21400,10001519
4220,4220,30/9/2017,3/10/2017,First Class,20215,10000343
4221,4221,13/12/2015,17/12/2015,Standard Class,13840,10003930
4222,4222,11/11/2018,16/11/2018,Standard Class,21850,10004854
4223,4223,5/1/2016,10/1/2016,Standard Class,20740,10003396
4224,4224,24/3/2017,26/3/2017,First Class,21805,10001994
4225,4225,5/7/2018,10/7/2018,Standard Class,16945,10003601
4226,4226,5/7/2018,10/7/2018,Standard Class,16945,10003429
4227,4227,5/7/2018,10/7/2018,Standard Class,16945,10000232
4228,4228,5/7/2018,10/7/2018,Standard Class,16945,10002195
4229,4229,5/7/2018,10/7/2018,Standard Class,16945,10004492
4230,4230,21/9/2015,24/9/2015,First Class,17560,10004000
4231,4231,21/9/2015,24/9/2015,First Class,17560,10004425
4232,4232,23/7/2017,27/7/2017,Standard Class,18475,10000948
4233,4233,29/8/2018,3/9/2018,Second Class,17860,10001972
4234,4234,26/3/2018,28/3/2018,First Class,17335,10004587
4235,4235,29/12/2018,4/1/2019,Standard Class,16600,10000994
4236,4236,20/9/2015,26/9/2015,Standard Class,17995,10001366
4237,4237,20/9/2015,26/9/2015,Standard Class,17995,10001636
4238,4238,4/4/2017,5/4/2017,First Class,17320,10001448
4239,4239,4/4/2017,5/4/2017,First Class,17320,10001776
4240,4240,26/3/2015,30/3/2015,Standard Class,15895,10002323
4241,4241,28/11/2018,4/12/2018,Standard Class,16975,10004582
4242,4242,28/11/2018,4/12/2018,Standard Class,16975,10000576
4243,4243,28/11/2018,4/12/2018,Standard Class,16975,10004270
4244,4244,1/12/2017,5/12/2017,Second Class,20500,10004236
4245,4245,1/12/2017,5/12/2017,Second Class,20500,10004997
4246,4246,19/9/2015,19/9/2015,Same Day,11365,10000988
4247,4247,23/10/2016,23/10/2016,Same Day,19285,10004897
4248,4248,23/10/2016,23/10/2016,Same Day,19285,10002656
4249,4249,23/10/2016,23/10/2016,Same Day,19285,10004924
4250,4250,13/10/2018,16/10/2018,First Class,21610,10003127
4251,4251,13/10/2018,16/10/2018,First Class,21610,10000778
4252,4252,13/10/2018,16/10/2018,First Class,21610,10001424
4253,4253,4/9/2016,9/9/2016,Standard Class,16585,10000962
4254,4254,14/3/2017,16/3/2017,First Class,18280,10002880
4255,4255,28/10/2018,2/11/2018,Second Class,17170,10004386
4256,4256,15/10/2018,19/10/2018,Second Class,19420,10001045
4257,4257,7/8/2018,11/8/2018,Standard Class,12475,10002006
4258,4258,21/9/2018,25/9/2018,Standard Class,16480,10001242
4259,4259,3/11/2018,8/11/2018,Standard Class,13015,10000216
4260,4260,5/11/2017,9/11/2017,Standard Class,13915,10002774
4261,4261,5/11/2017,9/11/2017,Standard Class,13915,10004364
4262,4262,5/11/2017,9/11/2017,Standard Class,13915,10000780
4263,4263,5/11/2017,9/11/2017,Standard Class,13915,10001989
4264,4264,5/11/2017,9/11/2017,Standard Class,13915,10004001
4265,4265,25/6/2018,29/6/2018,Second Class,10705,10000688
4266,4266,26/11/2016,30/11/2016,Standard Class,20635,10003930
4267,4267,24/11/2017,27/11/2017,Second Class,16780,10000965
4268,4268,21/7/2018,21/7/2018,Same Day,20200,10004071
4269,4269,21/7/2018,21/7/2018,Same Day,20200,10001044
4270,4270,23/10/2016,28/10/2016,Standard Class,10495,10004140
4271,4271,9/7/2016,13/7/2016,Standard Class,16450,10002684
4272,4272,18/8/2018,22/8/2018,Standard Class,18595,10000046
4273,4273,16/4/2017,20/4/2017,Standard Class,11365,10001047
4274,4274,16/4/2017,20/4/2017,Standard Class,11365,10000550
4275,4275,16/4/2017,20/4/2017,Standard Class,11365,10002432
4276,4276,14/11/2015,18/11/2015,Standard Class,19675,10004470
4277,4277,14/11/2015,18/11/2015,Standard Class,19675,10001797
4278,4278,20/12/2015,23/12/2015,First Class,10105,10003720
4279,4279,20/12/2015,23/12/2015,First Class,10105,10004600
4280,4280,21/11/2016,26/11/2016,Second Class,11965,10003965
4281,4281,21/11/2016,26/11/2016,Second Class,11965,10000240
4282,4282,21/11/2016,26/11/2016,Second Class,11965,10001571
4283,4283,28/12/2018,3/1/2019,Standard Class,14005,10000736
4284,4284,17/5/2016,21/5/2016,Standard Class,18715,10002082
4285,4285,17/5/2016,21/5/2016,Standard Class,18715,10002250
4286,4286,9/12/2018,13/12/2018,Second Class,10435,10000122
4287,4287,9/12/2018,13/12/2018,Second Class,10435,10003748
4288,4288,9/12/2018,13/12/2018,Second Class,10435,10001394
4289,4289,10/3/2018,16/3/2018,Standard Class,13870,10004896
4290,4290,22/10/2018,27/10/2018,Standard Class,13195,10002607
4291,4291,3/7/2018,10/7/2018,Standard Class,17305,10001215
4292,4292,4/9/2018,10/9/2018,Standard Class,21235,10000419
4293,4293,23/8/2018,26/8/2018,Second Class,18850,10001459
4294,4294,23/8/2018,26/8/2018,Second Class,18850,10000241
4295,4295,23/8/2018,26/8/2018,Second Class,18850,10003040
4296,4296,23/8/2018,26/8/2018,Second Class,18850,10001852
4297,4297,23/8/2018,26/8/2018,Second Class,18850,10000141
4298,4298,22/8/2015,25/8/2015,Second Class,13255,10002804
4299,4299,4/10/2017,4/10/2017,Same Day,17500,10003862
4300,4300,26/10/2015,30/10/2015,Second Class,10585,10000448
4301,4301,26/10/2015,30/10/2015,Second Class,10585,10000526
4302,4302,28/6/2017,28/6/2017,Same Day,12250,10002764
4303,4303,28/6/2017,28/6/2017,Same Day,12250,10001524
4304,4304,4/11/2015,11/11/2015,Standard Class,21850,10001079
4305,4305,4/11/2015,11/11/2015,Standard Class,21850,10002041
4306,4306,4/11/2015,11/11/2015,Standard Class,21850,10001036
4307,4307,4/11/2015,11/11/2015,Standard Class,21850,10000223
4308,4308,4/11/2015,11/11/2015,Standard Class,21850,10003246
4309,4309,8/9/2015,12/9/2015,Standard Class,20620,10001962
4310,4310,25/6/2016,1/7/2016,Standard Class,10165,10004062
4311,4311,25/6/2016,1/7/2016,Standard Class,10165,10004330
4312,4312,25/6/2016,1/7/2016,Standard Class,10165,10001963
4313,4313,26/7/2016,2/8/2016,Standard Class,14920,10002230
4314,4314,7/12/2018,11/12/2018,Standard Class,13285,10000175
4315,4315,29/12/2015,3/1/2016,Second Class,20530,10004897
4316,4316,29/12/2015,3/1/2016,Second Class,20530,10003123
4317,4317,14/2/2016,19/2/2016,Standard Class,16315,10001658
4318,4318,14/2/2016,19/2/2016,Standard Class,16315,10002834
4319,4319,14/2/2016,19/2/2016,Standard Class,16315,10002160
4320,4320,14/2/2016,19/2/2016,Standard Class,16315,10004999
4321,4321,14/2/2016,19/2/2016,Standard Class,16315,10003280
4322,4322,25/1/2017,27/1/2017,First Class,21355,10000315
4323,4323,25/1/2017,27/1/2017,First Class,21355,10000007
4324,4324,1/4/2018,7/4/2018,Standard Class,15775,10000791
4325,4325,3/10/2018,9/10/2018,Standard Class,18850,10000556
4326,4326,3/10/2018,9/10/2018,Standard Class,18850,10000804
4327,4327,1/9/2018,6/9/2018,Standard Class,20875,10001998
4328,4328,1/9/2018,6/9/2018,Standard Class,20875,10003476
4329,4329,21/12/2016,27/12/2016,Standard Class,19720,10003237
4330,4330,21/12/2016,27/12/2016,Standard Class,19720,10003798
4331,4331,20/12/2016,24/12/2016,Standard Class,14470,10003068
4332,4332,20/12/2016,24/12/2016,Standard Class,14470,10002088
4333,4333,27/11/2016,1/12/2016,Standard Class,20710,10000158
4334,4334,27/11/2016,1/12/2016,Standard Class,20710,10000482
4335,4335,27/8/2018,1/9/2018,Standard Class,12895,10004888
4336,4336,22/3/2015,22/3/2015,Same Day,21835,10003478
4337,4337,17/12/2018,21/12/2018,Standard Class,14575,10003208
4338,4338,19/3/2018,22/3/2018,First Class,18370,10004970
4339,4339,19/3/2018,22/3/2018,First Class,18370,10000038
4340,4340,19/3/2018,22/3/2018,First Class,18370,10001552
4341,4341,19/3/2018,22/3/2018,First Class,18370,10002926
4342,4342,18/9/2017,25/9/2017,Standard Class,17260,10001394
4343,4343,18/9/2017,25/9/2017,Standard Class,17260,10004053
4344,4344,24/11/2018,29/11/2018,Second Class,17485,10004230
4345,4345,24/11/2018,29/11/2018,Second Class,17485,10000060
4346,4346,11/4/2018,15/4/2018,Standard Class,15130,10001325
4347,4347,11/4/2018,15/4/2018,Standard Class,15130,10003441
4348,4348,10/12/2018,12/12/2018,Second Class,10330,10003215
4349,4349,10/12/2018,12/12/2018,Second Class,10330,10002005
4350,4350,24/11/2018,26/11/2018,Second Class,17860,10004465
4351,4351,4/12/2016,7/12/2016,Second Class,19780,10000545
4352,4352,4/12/2016,7/12/2016,Second Class,19780,10003752
4353,4353,11/12/2018,11/12/2018,Same Day,19315,10001937
4354,4354,11/12/2018,11/12/2018,Same Day,19315,10004306
4355,4355,11/12/2018,11/12/2018,Same Day,19315,10003973
4356,4356,21/5/2017,23/5/2017,First Class,12340,10000565
4357,4357,17/2/2018,21/2/2018,Second Class,16840,10003875
4358,4358,20/5/2018,22/5/2018,Second Class,18340,10001953
4359,4359,20/5/2018,22/5/2018,Second Class,18340,10001374
4360,4360,20/5/2018,22/5/2018,Second Class,18340,10003816
4361,4361,20/5/2018,22/5/2018,Second Class,18340,10001843
4362,4362,20/5/2018,22/5/2018,Second Class,18340,10000657
4363,4363,11/9/2018,13/9/2018,Second Class,14920,10000936
4364,4364,11/9/2018,13/9/2018,Second Class,14920,10003657
4365,4365,5/11/2017,10/11/2017,Standard Class,17995,10001989
4366,4366,5/11/2017,10/11/2017,Standard Class,17995,10002987
4367,4367,5/11/2017,10/11/2017,Standard Class,17995,10000414
4368,4368,23/7/2018,25/7/2018,Second Class,16900,10003602
4369,4369,23/7/2018,25/7/2018,Second Class,16900,10002550
4370,4370,18/11/2017,24/11/2017,Standard Class,20290,10002998
4371,4371,25/4/2015,30/4/2015,Standard Class,11305,10003708
4372,4372,25/4/2015,30/4/2015,Standard Class,11305,10001391
4373,4373,25/4/2015,30/4/2015,Standard Class,11305,10003973
4374,4374,30/11/2016,2/12/2016,Second Class,18970,10000461
4375,4375,30/11/2016,2/12/2016,Second Class,18970,10002831
4376,4376,25/10/2016,30/10/2016,Standard Class,21625,10004648
4377,4377,25/10/2016,30/10/2016,Standard Class,21625,10001857
4378,4378,20/7/2016,27/7/2016,Standard Class,19915,10000546
4379,4379,20/7/2016,27/7/2016,Standard Class,19915,10004690
4380,4380,20/7/2016,27/7/2016,Standard Class,19915,10001557
4381,4381,20/7/2016,27/7/2016,Standard Class,19915,10002545
4382,4382,27/10/2017,2/11/2017,Standard Class,11095,10001366
4383,4383,27/10/2017,2/11/2017,Standard Class,11095,10001628
4384,4384,20/11/2018,22/11/2018,First Class,11920,10003651
4385,4385,20/11/2018,22/11/2018,First Class,11920,10003159
4386,4386,20/11/2018,22/11/2018,First Class,11920,10001459
4387,4387,20/11/2018,22/11/2018,First Class,11920,10004602
4388,4388,8/9/2017,12/9/2017,Standard Class,16585,10001953
4389,4389,8/9/2017,12/9/2017,Standard Class,16585,10000923
4390,4390,20/7/2015,20/7/2015,Same Day,20245,10002583
4391,4391,20/7/2015,20/7/2015,Same Day,20245,10000977
4392,4392,15/11/2017,19/11/2017,Standard Class,10690,10002549
4393,4393,7/7/2015,11/7/2015,Standard Class,15835,10002880
4394,4394,7/7/2015,11/7/2015,Standard Class,15835,10003039
4395,4395,17/3/2017,17/3/2017,Same Day,14470,10003055
4396,4396,17/3/2017,17/3/2017,Same Day,14470,10002945
4397,4397,17/3/2017,17/3/2017,Same Day,14470,10004306
4398,4398,26/12/2017,27/12/2017,First Class,19825,10002445
4399,4399,2/9/2015,4/9/2015,First Class,12565,10002445
4400,4400,5/7/2016,10/7/2016,Standard Class,18220,10002345
4401,4401,5/7/2016,10/7/2016,Standard Class,18220,10001558
4402,4402,20/11/2017,25/11/2017,Standard Class,10975,10001622
4403,4403,20/11/2017,25/11/2017,Standard Class,10975,10000418
4404,4404,20/11/2017,25/11/2017,Standard Class,10975,10000343
4405,4405,6/5/2015,11/5/2015,Standard Class,20710,10004425
4406,4406,6/5/2015,11/5/2015,Standard Class,20710,10001897
4407,4407,21/6/2015,24/6/2015,First Class,21280,10003883
4408,4408,21/6/2015,24/6/2015,First Class,21280,10003963
4409,4409,21/6/2015,24/6/2015,First Class,21280,10001303
4410,4410,19/8/2018,23/8/2018,Standard Class,15400,10003925
4411,4411,29/11/2015,6/12/2015,Standard Class,10210,10004586
4412,4412,29/11/2015,6/12/2015,Standard Class,10210,10003495
4413,4413,9/4/2018,12/4/2018,Second Class,16645,10002867
4414,4414,20/12/2015,27/12/2015,Standard Class,17455,10003773
4415,4415,17/12/2015,24/12/2015,Standard Class,14050,10002954
4416,4416,17/11/2016,21/11/2016,Second Class,14665,10002537
4417,4417,4/3/2015,9/3/2015,Standard Class,20095,10001374
4418,4418,18/5/2018,19/5/2018,First Class,21355,10001492
4419,4419,18/5/2018,19/5/2018,First Class,21355,10003546
4420,4420,18/5/2018,19/5/2018,First Class,21355,10002185
4421,4421,18/5/2018,19/5/2018,First Class,21355,10000315
4422,4422,18/5/2018,19/5/2018,First Class,21355,10002350
4423,4423,22/9/2018,28/9/2018,Standard Class,13195,10002666
4424,4424,21/3/2018,27/3/2018,Standard Class,12565,10004495
4425,4425,14/9/2018,14/9/2018,Same Day,17110,10001725
4426,4426,3/11/2017,8/11/2017,Second Class,10915,10002280
4427,4427,3/11/2017,8/11/2017,Second Class,10915,10001770
4428,4428,3/11/2017,8/11/2017,Second Class,10915,10002885
4429,4429,3/11/2017,8/11/2017,Second Class,10915,10003772
4430,4430,3/11/2017,8/11/2017,Second Class,10915,10003392
4431,4431,3/5/2017,8/5/2017,Standard Class,12415,10000014
4432,4432,3/5/2017,8/5/2017,Standard Class,12415,10003217
4433,4433,3/5/2017,8/5/2017,Standard Class,12415,10002403
4434,4434,27/12/2017,2/1/2018,Standard Class,17815,10001972
4435,4435,27/12/2017,2/1/2018,Standard Class,17815,10004041
4436,4436,22/7/2017,26/7/2017,Standard Class,13375,10004975
4437,4437,22/7/2017,26/7/2017,Standard Class,13375,10001932
4438,4438,22/7/2017,26/7/2017,Standard Class,13375,10001761
4439,4439,22/7/2017,26/7/2017,Standard Class,13375,10002262
4440,4440,16/11/2015,21/11/2015,Standard Class,20740,10004483
4441,4441,16/11/2015,21/11/2015,Standard Class,20740,10003270
4442,4442,16/11/2015,21/11/2015,Standard Class,20740,10001634
4443,4443,16/11/2015,21/11/2015,Standard Class,20740,10000675
4444,4444,19/6/2016,23/6/2016,Standard Class,17155,10000732
4445,4445,19/6/2016,23/6/2016,Standard Class,17155,10004355
4446,4446,19/6/2016,23/6/2016,Standard Class,17155,10000056
4447,4447,4/7/2017,6/7/2017,First Class,10645,10000221
4448,4448,4/7/2017,6/7/2017,First Class,10645,10003567
4449,4449,4/7/2017,6/7/2017,First Class,10645,10001811
4450,4450,4/7/2017,6/7/2017,First Class,10645,10002486
4451,4451,3/9/2016,8/9/2016,Standard Class,10630,10002372
4452,4452,3/9/2016,8/9/2016,Standard Class,10630,10003274
4453,4453,7/8/2018,12/8/2018,Standard Class,17575,10001878
4454,4454,13/3/2018,20/3/2018,Standard Class,20110,10002881
4455,4455,28/9/2018,1/10/2018,First Class,13030,10001979
4456,4456,28/9/2018,1/10/2018,First Class,13030,10001522
4457,4457,28/9/2018,1/10/2018,First Class,13030,10003657
4458,4458,28/9/2018,1/10/2018,First Class,13030,10001718
4459,4459,28/9/2018,1/10/2018,First Class,13030,10003022
4460,4460,28/9/2018,1/10/2018,First Class,13030,10000891
4461,4461,7/8/2016,11/8/2016,Standard Class,18640,10004970
4462,4462,24/11/2018,1/12/2018,Standard Class,16525,10003759
4463,4463,24/11/2018,1/12/2018,Standard Class,16525,10003001
4464,4464,24/11/2018,1/12/2018,Standard Class,16525,10000780
4465,4465,24/11/2018,1/12/2018,Standard Class,16525,10001972
4466,4466,8/5/2018,12/5/2018,Standard Class,13510,10003535
4467,4467,29/9/2018,29/9/2018,Same Day,17680,10003774
4468,4468,29/9/2018,29/9/2018,Same Day,17680,10004571
4469,4469,29/9/2018,29/9/2018,Same Day,17680,10004442
4470,4470,29/9/2018,29/9/2018,Same Day,17680,10002787
4471,4471,29/9/2018,29/9/2018,Same Day,17680,10004586
4472,4472,29/9/2018,29/9/2018,Same Day,17680,10002606
4473,4473,22/10/2018,22/10/2018,Same Day,11620,10000129
4474,4474,22/10/2018,22/10/2018,Same Day,11620,10003748
4475,4475,24/3/2015,28/3/2015,Standard Class,11920,10004948
4476,4476,3/11/2017,8/11/2017,Standard Class,21865,10001561
4477,4477,3/11/2017,8/11/2017,Standard Class,21865,10002998
4478,4478,3/11/2017,8/11/2017,Standard Class,21865,10003981
4479,4479,3/11/2017,8/11/2017,Standard Class,21865,10001725
4480,4480,3/11/2017,8/11/2017,Standard Class,21865,10002071
4481,4481,3/11/2017,8/11/2017,Standard Class,21865,10000477
4482,4482,3/11/2017,8/11/2017,Standard Class,21865,10004359
4483,4483,5/9/2016,11/9/2016,Standard Class,12055,10000962
4484,4484,5/9/2016,11/9/2016,Standard Class,12055,10003567
4485,4485,5/9/2016,11/9/2016,Standard Class,12055,10003708
4486,4486,14/8/2018,21/8/2018,Standard Class,15250,10001095
4487,4487,1/12/2015,3/12/2015,Second Class,15730,10001571
4488,4488,1/12/2015,3/12/2015,Second Class,15730,10000221
4489,4489,1/12/2015,3/12/2015,Second Class,15730,10001972
4490,4490,1/12/2015,3/12/2015,Second Class,15730,10000015
4491,4491,18/6/2018,23/6/2018,Standard Class,12670,10004015
4492,4492,18/6/2018,23/6/2018,Standard Class,12670,10002036
4493,4493,2/12/2018,9/12/2018,Standard Class,14605,10003650
4494,4494,21/11/2015,26/11/2015,Standard Class,14560,10003309
4495,4495,10/4/2017,16/4/2017,Standard Class,14215,10002787
4496,4496,10/4/2017,16/4/2017,Standard Class,14215,10000174
4497,4497,30/6/2015,4/7/2015,Standard Class,17980,10002005
4498,4498,30/6/2015,4/7/2015,Standard Class,17980,10002815
4499,4499,24/12/2015,29/12/2015,Standard Class,11170,10000213
4500,4500,24/12/2015,29/12/2015,Standard Class,11170,10000828
4501,4501,24/12/2015,29/12/2015,Standard Class,11170,10004708
4502,4502,24/12/2015,29/12/2015,Standard Class,11170,10001530
4503,4503,24/12/2015,29/12/2015,Standard Class,11170,10002301
4504,4504,24/12/2015,29/12/2015,Standard Class,11170,10002554
4505,4505,23/5/2018,29/5/2018,Standard Class,21820,10001520
4506,4506,10/11/2017,14/11/2017,Standard Class,16225,10001085
4507,4507,10/11/2017,14/11/2017,Standard Class,16225,10001597
4508,4508,2/10/2017,3/10/2017,First Class,17095,10002429
4509,4509,6/9/2017,8/9/2017,First Class,11740,10001590
4510,4510,27/10/2017,1/11/2017,Second Class,11200,10000847
4511,4511,22/10/2018,26/10/2018,Standard Class,18970,10003179
4512,4512,15/9/2017,20/9/2017,Standard Class,19570,10000807
4513,4513,15/9/2017,20/9/2017,Standard Class,19570,10002103
4514,4514,25/9/2017,1/10/2017,Standard Class,16075,10004441
4515,4515,10/6/2018,14/6/2018,Standard Class,18460,10003805
4516,4516,20/2/2015,26/2/2015,Standard Class,16930,10001284
4517,4517,20/2/2015,26/2/2015,Standard Class,16930,10000221
4518,4518,20/2/2018,25/2/2018,Second Class,11095,10001229
4519,4519,2/11/2015,6/11/2015,Standard Class,19720,10001569
4520,4520,2/11/2015,6/11/2015,Standard Class,19720,10004018
4521,4521,17/7/2018,23/7/2018,Standard Class,11335,10004536
4522,4522,17/7/2018,23/7/2018,Standard Class,11335,10004353
4523,4523,17/7/2018,23/7/2018,Standard Class,11335,10004848
4524,4524,8/9/2018,10/9/2018,Second Class,19765,10004864
4525,4525,14/11/2017,18/11/2017,Standard Class,16540,10002393
4526,4526,14/11/2017,17/11/2017,First Class,17305,10002335
4527,4527,14/11/2017,17/11/2017,First Class,17305,10001590
4528,4528,10/10/2015,10/10/2015,Same Day,21040,10002774
4529,4529,10/10/2015,10/10/2015,Same Day,21040,10001219
4530,4530,19/3/2016,26/3/2016,Standard Class,18130,10001947
4531,4531,8/7/2018,12/7/2018,Standard Class,21715,10003142
4532,4532,8/7/2018,12/7/2018,Standard Class,21715,10001543
4533,4533,8/7/2018,12/7/2018,Standard Class,21715,10003560
4534,4534,8/7/2018,12/7/2018,Standard Class,21715,10004757
4535,4535,27/2/2016,2/3/2016,Standard Class,14080,10003800
4536,4536,27/2/2016,2/3/2016,Standard Class,14080,10004152
4537,4537,16/6/2018,21/6/2018,Standard Class,17905,10000756
4538,4538,30/3/2018,31/3/2018,First Class,21490,10004206
4539,4539,12/7/2016,17/7/2016,Second Class,19615,10004477
4540,4540,12/7/2016,17/7/2016,Second Class,19615,10003505
